Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
248,"J Lyu, L Huang, L Chen, Y Zhu, S Zhuang","Review on the terahertz metasensor: from featureless refractive index sensing to molecular identification",2024,"Photonics Research","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=prj-12-2-194","https://scholar.google.com/scholar?cites=1445422989854700119&as_sdt=2005&sciodt=2007&hl=en",38,"2026-09-22 08:28:53","","","",,,,,,248,124.00,50,5,2,"… Specifically, when the THz fingerprint spectrum of the substance is not obvious or does not match the characteristic peaks of the THz metasensor, the refractive index of the substance …","https://opg.optica.org/viewmedia.cfm?uri=prj-12-2-194&seq=0&html=true","https://scholar.google.com/scholar?q=related:V_J4FI0sDxQJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
251,"Y Sun, X Li, X Li, J Wang","Deciphering the fingerprint of dissolved organic matter in the soil amended with biodegradable and conventional microplastics based on optical and molecular …",2022,"Environmental science &technology","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.est.2c06258","https://scholar.google.com/scholar?cites=15245080905936001846&as_sdt=2005&sciodt=2007&hl=en",39,"2026-09-22 08:28:53","","10.1021/acs.est.2c06258","",,,,,,251,62.75,63,4,4,"Biodegradable polymers are promoted as promising alternatives for conventional non-degradable plastics, but they may also negatively impact soil ecosystems. Here, we estimated the …","","https://scholar.google.com/scholar?q=related:Nttn4k9okdMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
40,"AM Richard, R Lougee, M Adams…","A new CSRML structure-based fingerprint method for profiling and categorizing per-and polyfluoroalkyl substances (PFAS)",2023,"Chemical Research …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC10031568/","https://scholar.google.com/scholar?cites=7182115324297868682&as_sdt=2005&sciodt=2007&hl=en",40,"2026-09-22 08:28:53","HTML","","",,,,,,40,13.33,10,4,3,"… implemented as a fingerprinting method; and (2) to demonstrate how such features can … ChemoTyper is the ability to create a hierarchical index of chemotypes that can be used to both …","https://pmc.ncbi.nlm.nih.gov/articles/PMC10031568/","https://scholar.google.com/scholar?q=related:ivWpwNX_q2MJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
21,"J Ma, J Zhang, G Shen, A Marshall…","White-box adversarial attacks on deep learning-based radio frequency fingerprint identification",2023,"ICC 2023-IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10278927/","https://scholar.google.com/scholar?cites=20903181796128367&as_sdt=2005&sciodt=2007&hl=en",41,"2026-09-22 08:28:53","","","",,,,,,21,7.00,4,5,3,"… The index k of the element with the highest probability is selected as the predicted device label lx of the input x. The inference process can be mathematically expressed as …","https://arxiv.org/pdf/2308.07433","https://scholar.google.com/scholar?q=related:bzaiRVVDSgAJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
532,"LC Jain, U Halici, I Hayashi, SB Lee, S Tsutsui","Intelligent biometric techniques in fingerprint and face recognition",2022,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=rBdYEAAAQBAJ&oi=fnd&pg=PP1&dq=finger+print+indexing&ots=5qFyKsqqbj&sig=F7tBYzBoIyDo0Nqi_gCG86tOOFk","https://scholar.google.com/scholar?cites=2872135259461310385&as_sdt=2005&sciodt=2007&hl=en",42,"2026-09-22 08:28:53","BOOK","","",,,,,,532,133.00,106,5,4,"… famous ""Henry System"" of fingerprint classification which is an effective method of indexing … are used to represent ridge curves, which is useful for compression of finger print images. …","","https://scholar.google.com/scholar?q=related:sdcQH83f2ycJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
79,"E Elliott, K Bedingfield, J Huang, S Hu…","Fingerprinting the hidden facets of plasmonic nanocavities",2022,"ACS …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC9389613/","https://scholar.google.com/scholar?cites=593555028564719041&as_sdt=2005&sciodt=2007&hl=en",43,"2026-09-22 08:28:53","HTML","","",,,,,,79,19.75,16,5,4,"… parameters including the nanoparticle diameter, gap refractive index, gap thickness, facet size and shape. … We show that the gap thickness t and refractive index n are spectroscopically …","https://pmc.ncbi.nlm.nih.gov/articles/PMC9389613/","https://scholar.google.com/scholar?q=related:wTU_WCe7PAgJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
52,"L Zhang, S Wu, T Zhang…","Learning to locate: Adaptive fingerprint-based localization with few-shot relation learning in dynamic indoor environments",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10011166/","https://scholar.google.com/scholar?cites=8659707454313279864&as_sdt=2005&sciodt=2007&hl=en",44,"2026-09-22 08:28:53","","","",,,,,,52,17.33,13,4,3,"… See https://www.ieee.org/publications/rights/index.html for more information. … According to local proximity property in the low-dimensional manifold space, the synthetic fingerprints can …","","https://scholar.google.com/scholar?q=related:eDElcQx2LXgJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
78,"P Duan, M Wei, L Yao, M Li","Relationship between non-point source pollution and fluorescence fingerprint of riverine dissolved organic matter is season dependent",2022,"Science of the Total Environment","Elsevier","https://www.sciencedirect.com/science/article/pii/S0048969722007094","https://scholar.google.com/scholar?cites=4802413753866230829&as_sdt=2005&sciodt=2007&hl=en",45,"2026-09-22 08:28:53","","","",,,,,,78,19.50,20,4,4,"… The fluorescence index (FI) of DOM was positively correlated with PS pollution and negatively correlated with NPS pollution. The quantitative relationship between three-dimensional (…","","https://scholar.google.com/scholar?q=related:LZylZ92ZpUIJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
0,"S Li, Y Liu","Cyber fingerprinting for digital forensics (CyberFP)",2025,"2025 8th International Conference on Enterprise …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11136551/","",46,"2026-09-22 08:28:53","","","",,,,,,0,0.00,0,2,1,"… Collect the target device’s fingerprint candidates: cryptographic hash (FPhash), digital … The last byte of H1 (eg, 0xA3) selects the expected response index from the original 256-response …","","https://scholar.google.com/scholar?q=related:lkd4vOk-j6EJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
68,"H Zhang, Z Wang, W Xia, Y Ni…","Weighted adaptive KNN algorithm with historical information fusion for fingerprint positioning",2022,"IEEE wireless …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9718517/","https://scholar.google.com/scholar?cites=13345625088921643433&as_sdt=2005&sciodt=2007&hl=en",47,"2026-09-22 08:28:53","","","",,,,,,68,17.00,14,5,4,"… , the fingerprint positioning algorithms collect features of known locations and build a fingerprint database … See https://www.ieee.org/publications/rights/index.html for more information. …","","https://scholar.google.com/scholar?q=related:qSm3ak8vNbkJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
58,"SZ Li, Z Li","Ring structure in the complex plane: A fingerprint of a non-Hermitian mobility edge",2024,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.110.L041102","https://scholar.google.com/scholar?cites=11587130748042948192&as_sdt=2005&sciodt=2007&hl=en",48,"2026-09-22 08:28:53","","10.1103/PhysRevB.110.L041102","",,,,,,58,29.00,29,2,2,"By Avila's global theory, we analytically reveal that the non-Hermitian mobility edge will take on a ring structure in the complex plane, which we name as the “mobility ring”. The …","https://arxiv.org/pdf/2404.12266","https://scholar.google.com/scholar?q=related:YC4bKwbCzaAJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
46,"JY Park, HK Yang","Development of red-emitting La2ZnTiO6: Eu3+ phosphors for WLED and visualization of latent fingerprint applications",2022,"Materials Today Communications","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352492822002616","https://scholar.google.com/scholar?cites=1600380728689356303&as_sdt=2005&sciodt=2007&hl=en",49,"2026-09-22 08:28:53","","","",,,,,,46,11.50,23,2,4,"… fabricated by combining blue chip and YAG:Ce 3+ phosphors are unfavorable because of high correlated color temperature (CCT) of the order 7615 K and low color rendering index (…","","https://scholar.google.com/scholar?q=related:D-7oJsuxNRYJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
80,"W Shi, J Chen, J Kong, Z Ma, J Gao, J Guo, Z Hu…","A novel highly thermal-stable red-emitting CaGdSbWO8: Eu3+ phosphor with scheelite structure for high CRI w-LEDs, security ink, and latent fingerprint",2022,"Journal of Alloys and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925838822015250","https://scholar.google.com/scholar?cites=16338123896932269682&as_sdt=2005&sciodt=2007&hl=en",50,"2026-09-22 08:28:53","","","",,,,,,80,20.00,10,8,4,"… The fabricated white light diode (w-LED) has a high color rendering index (91.4) and a low correlated color temperature (4986 K) with CIE coordinates (0.343, 0.327). Further …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4019121","https://scholar.google.com/scholar?q=related:cv73BB-tvOIJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
59,"M Stahlke, T Feigl, MHC García…","Transfer learning to adapt 5G AI-based fingerprint localization across environments",2022,"2022 IEEE 95th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9860906/","https://scholar.google.com/scholar?cites=18098929846717546945&as_sdt=2005&sciodt=2007&hl=en",51,"2026-09-22 08:28:53","","","",,,,,,59,14.75,15,4,4,"Fingerprint-based indoor positioning has attracted a lot of interest due to its potential to meet a positional accuracy that enables many location-based 5G indoor services. However, the …","","https://scholar.google.com/scholar?q=related:wYFQqM1QLPsJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
57,"S Qu, X Liang, F Liao, H Mao, B Xiao, L Duan…","Geochemical fingerprint and spatial pattern of mine water quality in the Shaanxi-Inner Mongolia Coal Mine Base, Northwest China",2023,"Science of the Total …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0048969722059113","https://scholar.google.com/scholar?cites=11508353338715320987&as_sdt=2005&sciodt=2007&hl=en",52,"2026-09-22 08:28:53","","","",,,,,,57,19.00,8,7,3,"… The indexes to evaluate the irrigation suitability water usually include sodium adsorption ratio (SAR = Na + / Ca 2 + + Mg 2 + / 2 ), residual sodium carbonate (RSC = HCO 3 − + CO 3 2− …","","https://scholar.google.com/scholar?q=related:m7LOP2PitZ8J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
55,"J Cao, R Chen, L Wang, H Xing, H Hu, X Yang…","Meticulously designed red emission carbon dots as efficient and stable luminescent species for rapid latent fingerprint recognition and light emitting diodes",2024,"Chemical Engineering …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1385894724036088","https://scholar.google.com/scholar?cites=16471864465938661459&as_sdt=2005&sciodt=2007&hl=en",53,"2026-09-22 08:28:53","","","",,,,,,55,27.50,8,7,2,"… Despite the wide use of the dichroic type due to its low cost and simple process, it exhibits a low color rendering index (CRI) and cold color temperature (T c ) [15], [16]. Therefore, …","","https://scholar.google.com/scholar?q=related:U0CnyHXRl-QJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
59,"L Zhang, N Li, D Liu, G Tao, W Xu, M Li…","Deep learning for additive screening in perovskite light‐emitting diodes",2022,"Angewandte Chemie …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.202209337","https://scholar.google.com/scholar?cites=6383077070102312365&as_sdt=2005&sciodt=2007&hl=en",54,"2026-09-22 08:28:53","","10.1002/anie.202209337","",,,,,,59,14.75,8,7,4,"… ) fingerprint is based on the presence or absence of structural fragments, reflecting the chemical elements and substructures.[33] The FP2 fingerprint indexes small… topological fingerprint …","https://drive.google.com/file/d/16O66AnmGyxV8VOm1Bc6iZcXLjvbr79_u/view","https://scholar.google.com/scholar?q=related:rbVjucY-lVgJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
76,"Z Li, P Ren, H Yang, J Zheng, F Bai","TEFDTA: a transformer encoder and fingerprint representation combined prediction method for bonded and non-bonded drug–target affinities",2024,"Bioinformatics","academic.oup.com","https://academic.oup.com/bioinformatics/article-abstract/40/1/btad778/7492659","https://scholar.google.com/scholar?cites=3858150391411257076&as_sdt=2005&sciodt=2007&hl=en",55,"2026-09-22 08:28:53","","","",,,,,,76,38.00,15,5,2,"… We use three metrics to evaluate our model: mean squared Error (MSE), concordance index (CI), and a type of correlation index for prediction and ground truth r m 2 ⁠. …","https://academic.oup.com/bioinformatics/article/40/1/btad778/7492659","https://scholar.google.com/scholar?q=related:9C4a8lbnijUJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
61,"E Apostolou, M Rizwan, P Moustardas…","Saliva antibody-fingerprint of reactivated latent viruses after mild/asymptomatic COVID-19 is unique in patients with myalgic-encephalomyelitis/chronic fatigue …",2022,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2022.949787/full?trk=public_post_feed-article-content","https://scholar.google.com/scholar?cites=15860735307725323944&as_sdt=2005&sciodt=2007&hl=en",56,"2026-09-22 08:28:53","HTML","10.3389/fimmu.2022.949787","",,,,,,61,15.25,15,4,4,"… Lines represents mean MFI (median fluorescence index). Statistically significant difference … MFI, median fluorescence index. Statistically significant differences according to …","https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2022.949787/full?trk=public_post_feed-article-content","https://scholar.google.com/scholar?q=related:qL52hbqmHNwJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
83,"Z Wei, J Chen, H Tang, H Zhang","RSSI-based location fingerprint method for RFID indoor positioning: A review",2024,"Nondestructive Testing and …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10589759.2023.2253493","https://scholar.google.com/scholar?cites=9615061447962262879&as_sdt=2005&sciodt=2007&hl=en",57,"2026-09-22 08:28:53","","10.1080/10589759.2023.2253493","",,,,,,83,41.50,21,4,2,"The RSSI-based location fingerprinting method is currently a hot and challenging area of research in indoor positioning algorithms, which uses the degree of signal attenuation during …","","https://scholar.google.com/scholar?q=related:X_1Xs3GPb4UJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
861,"WM Hammond, AP Williams, JT Abatzoglou…","Global field observations of tree die-off reveal hotter-drought fingerprint for Earth's forests",2022,"Nature …","nature.com","https://www.nature.com/articles/s41467-022-29289-2","https://scholar.google.com/scholar?cites=8316114625352304430&as_sdt=2005&sciodt=2007&hl=en",58,"2026-09-22 08:28:53","HTML","","",,,,,,861,215.25,215,4,4,"… hereafter as a “global hotter-drought fingerprint” of climate change on pulses of tree die-off. Thus the question: can we determine a global fingerprint (a common set of climate anomalies …","https://www.nature.com/articles/s41467-022-29289-2","https://scholar.google.com/scholar?q=related:LgeO6zDGaHMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
56,"N Lopez-Herguedas, B González-Gaya…","Characterization of the contamination fingerprint of wastewater treatment plant effluents in the Henares River Basin (central Spain) based on target and …",2022,"Science of the Total …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0048969721063403","https://scholar.google.com/scholar?cites=15732506953042504825&as_sdt=2005&sciodt=2007&hl=en",59,"2026-09-22 08:28:53","HTML","","",,,,,,56,14.00,19,3,4,"… The two WWTPs showing higher calculated Risk Indexes had tertiary treatments, which points towards the need of increasing the removal efficiency in urban WWTPs. Furthermore, …","https://www.sciencedirect.com/science/article/pii/S0048969721063403","https://scholar.google.com/scholar?q=related:eSx2KrgXVdoJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
121,"X Zou, J Yuan, P Shilane, W Xia, H Zhang…","From hyper-dimensional structures to linear structures: maintaining deduplicated data's locality",2022,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3507921","https://scholar.google.com/scholar?cites=12269746650517822757&as_sdt=2005&sciodt=2007&hl=en",60,"2026-09-22 08:28:53","","10.1145/3507921","",,,,,,121,30.25,20,6,4,"… A typical deduplication system usually consists of several techniques, including chunking, fingerprint indexing, restore optimizations, garbage collection, and so on. Chunking …","https://dl.acm.org/doi/pdf/10.1145/3507921","https://scholar.google.com/scholar?q=related:JV0nHJLlRqoJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
45,"L Lin, J Zhang, X Gao, J Shi, C Chen, N Huang","Power fingerprint identification based on the improved VI trajectory with color encoding and transferred CBAM-ResNet",2023,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0281482","https://scholar.google.com/scholar?cites=3718553856488535809&as_sdt=2005&sciodt=2007&hl=en",61,"2026-09-22 08:28:53","HTML","","",,,,,,45,15.00,8,6,3,"… methods to convert power fingerprint identification into an image … index Pre represents the precision (shown as a green percentage in the last column in Fig 12). The evaluation index …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0281482","https://scholar.google.com/scholar?q=related:AXco3gf1mjMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
69,"B Gao, F Yang, N Cui, K Xiong, Y Lu…","A federated learning framework for fingerprinting-based indoor localization in multibuilding and multifloor environments",2022,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9917443/","https://scholar.google.com/scholar?cites=2769351339580220669&as_sdt=2005&sciodt=2007&hl=en",62,"2026-09-22 08:28:53","","","",,,,,,69,17.25,12,6,4,"… fingerprints, say Dk = {xi, yi}|i∈Nk , for federated model training, where K = {1, 2,..., K} is the set of sensing client indexes … is used, ie, 3 bits for a building index and 5 bits for a floor index. …","","https://scholar.google.com/scholar?q=related:_WTu5V62biYJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
71,"S Bracken","System and method of filtering internet traffic via a client fingerprint",2022,"US Patent 11,310,053","Google Patents","https://patents.google.com/patent/US11310053B2/en","https://scholar.google.com/scholar?cites=7889435335157939065&as_sdt=2005&sciodt=2007&hl=en",63,"2026-09-22 08:28:53","","","",,,,,,71,17.75,71,1,4,"… of crypto fingerprint can serve as an index … finger prints from the set of hashed packet components , and assign a client type to the network traffic using the multiple tiered client fingerprint …","https://patentimages.storage.googleapis.com/ab/77/3d/02bded1a37a1dc/US11310053.pdf","https://scholar.google.com/scholar?q=related:efuAJqPnfG0J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
80,"T Lan, X Wang, Z Chen, J Zhu…","Fingerprint augment based on super-resolution for WiFi fingerprint based indoor localization",2022,"IEEE Sensors Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9773170/","https://scholar.google.com/scholar?cites=17530523175966697115&as_sdt=2005&sciodt=2007&hl=en",64,"2026-09-22 08:28:53","","","",,,,,,80,20.00,16,5,4,"… See https://www.ieee.org/publications/rights/index.html for more information. … original collected sparse fingerprint database and the spacing between RPs after fingerprint augment is spre…","","https://scholar.google.com/scholar?q=related:m2Y_pvLtSPMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
81,"Y Yu, Q Niu, X Li, J Xue, W Liu, D Lin","A review of fingerprint sensors: Mechanism, characteristics, and applications",2023,"Micromachines","mdpi.com","https://www.mdpi.com/2072-666X/14/6/1253","https://scholar.google.com/scholar?cites=8712237039052082642&as_sdt=2005&sciodt=2007&hl=en",65,"2026-09-22 08:28:53","HTML","","",,,,,,81,27.00,14,6,3,"… the finger, scatters, and passes through the fingerprint layer to … and must have a refractive index near that of the human … fingerprint pictures on the surface and within the fingerprint [88]. …","https://www.mdpi.com/2072-666X/14/6/1253","https://scholar.google.com/scholar?q=related:0k2zd20V6HgJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
108,"SP Vaidya","Fingerprint-based robust medical image watermarking in hybrid transform",2023,"The Visual Computer","Springer","https://link.springer.com/article/10.1007/s00371-022-02406-4","https://scholar.google.com/scholar?cites=9632957496437899394&as_sdt=2005&sciodt=2007&hl=en",66,"2026-09-22 08:28:53","","10.1007/s00371-022-02406-4","",,,,,,108,36.00,108,1,3,"… To make the authentic authorization of the data, direct finger print of the data is included to … [23] proposed a hybrid watermarking scheme using quantization index modulation method …","https://pmc.ncbi.nlm.nih.gov/articles/PMC8799990/pdf/371_2022_Article_2406.pdf","https://scholar.google.com/scholar?q=related:ggCeL84jr4UJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
100,"Á Orosz, K Héberger, A Rácz","Comparison of descriptor-and fingerprint sets in machine learning models for ADME-Tox targets",2022,"Frontiers in Chemistry","frontiersin.org","https://www.frontiersin.org/journals/chemistry/articles/10.3389/fchem.2022.852893/full","https://scholar.google.com/scholar?cites=5349396775545844595&as_sdt=2005&sciodt=2007&hl=en",67,"2026-09-22 08:28:53","HTML","10.3389/fchem.2022.852893","",,,,,,100,25.00,33,3,4,"The screening of compounds for ADME-Tox targets plays an important role in drug design. QSPR models can increase the speed of these specific tasks, although the performance of …","https://www.frontiersin.org/journals/chemistry/articles/10.3389/fchem.2022.852893/full","https://scholar.google.com/scholar?q=related:c7MHaQbgPEoJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
75,"U Shukla","Fourier transform infrared spectroscopy: A power full method for creating fingerprint of molecules of nanomaterials",2025,"Journal of Molecular Structure","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022286024029624","https://scholar.google.com/scholar?cites=17016155001134224230&as_sdt=2005&sciodt=2007&hl=en",68,"2026-09-22 08:28:53","","","",,,,,,75,75.00,75,1,1,"The Fourier transform infrared spectroscopy (FTIR) technique is a very useful tool to determine bonding mechanisms in solids. This technique is essential for understanding the …","","https://scholar.google.com/scholar?q=related:ZpOXbdGGJewJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
106,"B Zeng, L Wang, Y Hu, Y Xu, C Zhou…","Huref: Human-readable fingerprint for large language models",2024,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2024/hash/e46fc33e80e9fa2febcdb058fba4beca-Abstract-Conference.html","https://scholar.google.com/scholar?cites=399172856252235830&as_sdt=2005&sciodt=2007&hl=en",69,"2026-09-22 08:28:53","","","",,,,,,106,53.00,18,6,2,"… In thisstudy, we introduce HuRef, a human-readable fingerprint for LLMs that uniquely … In our black-box setting, all fingerprinting steps are internally conducted by the LLMs owners…","https://proceedings.neurips.cc/paper_files/paper/2024/file/e46fc33e80e9fa2febcdb058fba4beca-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:NoDkDJkligUJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
63,"HR Girisha, BRR Krushna, SC Sharma…","A novel single phase La2CaZnO5: Dy3+ phosphor for potential applications in WLED's, latent fingerprint and cheiloscopy",2023,"Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022231322008146","https://scholar.google.com/scholar?cites=13013483349168786672&as_sdt=2005&sciodt=2007&hl=en",70,"2026-09-22 08:28:53","","","",,,,,,63,21.00,16,4,3,"… Level 1 can be used to categorise and index fingerprints, but it is insufficient for exact personal identification matching. At the local level, level 2 refers to the tiniest fingerprint …","","https://scholar.google.com/scholar?q=related:8IyqXSgumbQJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
31,"OO Apeh, NI Nwulu","Machine learning approach for short-and long-term global solar irradiance prediction",2025,"Journal of Environmental and Earth Sciences","pure.uj.ac.za","https://pure.uj.ac.za/en/publications/machine-learning-approach-for-short-and-long-term-global-solar-ir/","https://scholar.google.com/scholar?cites=499756005589106950&as_sdt=2005&sciodt=2007&hl=en",71,"2026-09-22 08:28:53","","","",,,,,,31,31.00,16,2,1,"… index. The … index of 0.605, 0.657 and 0.533 are obtained at Pretoria, Bloemfontein, and Vuwani, respectively. Among the three sites under study, the solar radiation and clearness index …","","https://scholar.google.com/scholar?q=related:BsGBc3B97wYJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
52,"Z Gong, Q Zhang, G Bao, L Zhu, R Xu, K Liu…","Mindtuner: Cross-subject visual decoding with visual fingerprint and semantic correction",2025,"Proceedings of the …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/33560","https://scholar.google.com/scholar?cites=16237894581065150589&as_sdt=2005&sciodt=2007&hl=en",72,"2026-09-22 08:28:53","","","",,,,,,52,52.00,7,7,1,"… where j denotes an arbitrary mixing index in the batch. The forward mixed contrastive loss … We introduced the phenomenon of visual fingerprint in the human visual system and utilized …","https://ojs.aaai.org/index.php/AAAI/article/view/33560/35715","https://scholar.google.com/scholar?q=related:ffCg5BaXWOEJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
69,"M Wang, D Ouyang, Y Dai, D Huo, W He…","2D piezo‐ferro‐opto‐electronic artificial synapse for bio‐inspired multimodal sensory integration",2025,"Advanced …","Wiley Online Library","https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adma.202500049","https://scholar.google.com/scholar?cites=17394332907089730881&as_sdt=2005&sciodt=2007&hl=en",73,"2026-09-22 08:28:53","","10.1002/adma.202500049","",,,,,,69,69.00,12,6,1,"… (the fingerprint images are sourced from the Sokoto Coventry fingerprint dataset[47]). … We gained improved PPC effect, increased the PPF index from 116% to 180%, and lowered …","","https://scholar.google.com/scholar?q=related:QZ34r54VZfEJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
79,"C Tokatlı, F Ustaoğlu, MM Yazman, B Yüksel","Where rivers meet the sea: Source fingerprinting and health risk mapping of potentially hazardous elements in sediments from the Çanakkale Strait basin (Türkiye)",2026,"Marine Pollution Bulletin","Elsevier","https://www.sciencedirect.com/science/article/pii/S0025326X25011026","https://scholar.google.com/scholar?cites=2097275633265933200&as_sdt=2005&sciodt=2007&hl=en",74,"2026-09-22 08:28:53","","","",,,,,,79,79.00,20,4,1,"This study presents a seasonal evaluation of potentially hazardous elements (PHEs) in surface sediments from eight riverine inputs to the Çanakkale Strait, Türkiye. The PHEs (Al, V, Cr, …","","https://scholar.google.com/scholar?q=related:kPvlnBMFGx0J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
