Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
17,"A Hussian, F Murshed, MN Alandoli, G Aljafari","A hybrid deep learning approach for secure biometric authentication using fingerprint data",2025,"Computers","mdpi.com","https://www.mdpi.com/2073-431X/14/5/178","https://scholar.google.com/scholar?cites=5256424034037488037&as_sdt=2005&sciodt=2007&hl=en",39,"2026-09-22 08:41:33","HTML","","",,,,,,17,17.00,4,4,1,"… variations present in real-world fingerprint data, including distortions and partial prints. … is a common challenge in fingerprint recognition due to variations in print quality and acquisition …","https://www.mdpi.com/2073-431X/14/5/178","https://scholar.google.com/scholar?q=related:pVmhKc-R8kgJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
30,"S Zhang, W Yang, H Mou, Z Pei, F Li…","An overview of brain fingerprint identification based on various neuroimaging technologies",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10247256/","https://scholar.google.com/scholar?cites=362397259935987795&as_sdt=2005&sciodt=2007&hl=en",40,"2026-09-22 08:41:33","","","",,,,,,30,10.00,5,6,3,"… recognition based on brain fingerprints. We describe the data basis of brain fingerprint … , feature extraction methods, and identity recognition algorithms and discuss possible future …","","https://scholar.google.com/scholar?q=related:UzgPSmN-BwUJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
44,"F Alonso-Fernandez, J Fierrez-Aguilar…","A review of schemes for fingerprint image quality computation",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2207.05449","https://scholar.google.com/scholar?cites=8808370953809880649&as_sdt=2005&sciodt=2007&hl=en",41,"2026-09-22 08:41:33","","","",,,,,,44,11.00,15,3,4,"… image quality affects heavily the performance of fingerprint recognition systems. This … fingerprint image database MCYT [4, 5]. In particular, 9000 fingerprint images from all the fingers of …","https://arxiv.org/pdf/2207.05449","https://scholar.google.com/scholar?q=related:Sea0t7aePXoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
50,"S Bakheet, A Al-Hamadi, R Youssef","A fingerprint-based verification framework using Harris and SURF feature detection algorithms",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/12/4/2028","https://scholar.google.com/scholar?cites=15463293773356876913&as_sdt=2005&sciodt=2007&hl=en",42,"2026-09-22 08:41:33","HTML","","",,,,,,50,12.50,17,3,4,"… The reason why fingerprint recognition is the most popular and attractive among biometric-based security systems is due to the unchanged ability and uniqueness of an individual’s …","https://www.mdpi.com/2076-3417/12/4/2028","https://scholar.google.com/scholar?q=related:cURyQsKnmNYJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
48,"BRR Krushna, HH Chiu, MK Ho, TE Hsu, BL Lyu…","Investigating Fe-doped yttrium oxide nanophosphors for enhanced latent fingerprint visualization and deep learning analysis",2024,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2589234723003160","https://scholar.google.com/scholar?cites=13345531775641974264&as_sdt=2005&sciodt=2007&hl=en",43,"2026-09-22 08:41:33","","","",,,,,,48,24.00,8,6,2,"… A fingerprint recognition deep learning model based on the YoLOv8 algorithm was developed and employed for analyzing both single and overlapped fingerprints. These highly …","","https://scholar.google.com/scholar?q=related:-PXTOXHaNLkJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
65,"Y Qiu, H Chen, X Dong, Z Lin, IY Liao…","Ifvit: Interpretable fixed-length representation for fingerprint matching via vision transformer",2024,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10806774/","https://scholar.google.com/scholar?cites=8708348905129165956&as_sdt=2005&sciodt=2007&hl=en",44,"2026-09-22 08:41:33","","","",,,,,,65,32.50,11,6,2,"… public fingerprint datasets against previous deep learning-based fingerprint recognition … After performing the dense registration on the given fingerprint pair, we establish the second …","https://arxiv.org/pdf/2404.08237?","https://scholar.google.com/scholar?q=related:hMRivjBF2ngJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
53,"SA Grosz, AK Jain","Spoofgan: Synthetic fingerprint spoof images",2022,"IEEE Transactions on Information …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9979673/","https://scholar.google.com/scholar?cites=5080398473354447275&as_sdt=2005&sciodt=2007&hl=en",45,"2026-09-22 08:41:33","","","",,,,,,53,13.25,27,2,4,"… -scale training and evaluation of joint fingerprint PAD and recognition algorithms; overcoming a current limitation given the existing scale of publicly available PA fingerprint datasets. …","https://arxiv.org/pdf/2204.06498","https://scholar.google.com/scholar?q=related:q4m6kX4zgUYJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
55,"D Hou, H Qi, C Wang, D Han","High-speed train wheel set bearing fault diagnosis and prognostics: Fingerprint feature recognition method based on acoustic emission",2022,"Mechanical Systems and Signal Processing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0888327022001297","https://scholar.google.com/scholar?cites=7242036635540059416&as_sdt=2005&sciodt=2007&hl=en",46,"2026-09-22 08:41:33","","","",,,,,,55,13.75,14,4,4,"… To overcome these shortcomings, a fingerprint feature recognition method is proposed in this paper. First, the concept of dynamic threshold is proposed to ensure that the typical burst or …","","https://scholar.google.com/scholar?q=related:GPW6N_PhgGQJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
21,"G Lu, R Qin, D Zhai, T Wan, J Jiang, D Zhang…","Mn2+-activated NaYF4: Yb, Er red-emitting nanophosphors for accurate latent fingerprint identification by an Artificial Intelligence program",2024,"Journal of Alloys and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925838824018565","https://scholar.google.com/scholar?cites=1668648115944077739&as_sdt=2005&sciodt=2007&hl=en",47,"2026-09-22 08:41:33","","","",,,,,,21,10.50,3,7,2,"… Additionally, we utilized MATLAB programming for automatic fingerprint recognition, overcoming the … and recognition and paves new pathways for integrating detection and recognition …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4772419","https://scholar.google.com/scholar?q=related:q7n43Z46KBcJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
35,"S Purnapatra, C Miller-Lynch, S Miner…","Presentation attack detection with advanced cnn models for noncontact-based fingerprint systems",2023,"… on Biometrics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10157605/","https://scholar.google.com/scholar?cites=6626837215636841438&as_sdt=2005&sciodt=2007&hl=en",48,"2026-09-22 08:41:33","","","",,,,,,35,11.67,9,4,3,"… smartphone-based fingerprint recognition systems can be generally classified into two different categories: (1) fingerprint-based authentication and (2) finger photo-based recognition [5]…","https://arxiv.org/pdf/2303.05459","https://scholar.google.com/scholar?q=related:3mNfTlZB91sJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
39,"VMM Siregar, NF Siagian","The implementation of fingerprint sensors for fingerprint reader prototypes using a microcontroller",2022,"Internet of Things and Artificial …","pubs.ascee.org","https://pubs.ascee.org/index.php/iota/article/view/559","https://scholar.google.com/scholar?cites=12053594323063118087&as_sdt=2005&sciodt=2007&hl=en",49,"2026-09-22 08:41:33","","","",,,,,,39,9.75,20,2,4,"… technologies used to analyze human physiques and behavior for authentication, such as fingerprint recognition, retina, iris, voice, and facial patterns. At this time, fingerprint recognition …","https://pubs.ascee.org/index.php/iota/article/download/559/156","https://scholar.google.com/scholar?q=related:B5nXlCz4RqcJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
41,"KS Park, DW Nam, BI Min","Display with fingerprint detecting sensor below display panel",2022,"US Patent 11,378,253","Google Patents","https://patents.google.com/patent/US11378253B2/en","https://scholar.google.com/scholar?cites=14862672999199190119&as_sdt=2005&sciodt=2007&hl=en",50,"2026-09-22 08:41:33","","","",,,,,,41,10.25,14,3,4,"… a fingerprint recognition function . The display hav ing a fingerprint recognition function may … of light having a plurality of incidence angles , finger print image , and the display panel may …","https://patentimages.storage.googleapis.com/47/7c/cc/55c71f8b446a8b/US11378253.pdf","https://scholar.google.com/scholar?q=related:Z6wO0ljSQs4J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
25,"B Ding, H Wang, R Liang, Y Zhang…","End-to-end surface and internal fingerprint reconstruction from optical coherence tomography based on contour regression",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9936659/","https://scholar.google.com/scholar?cites=12215590500737033029&as_sdt=2005&sciodt=2007&hl=en",51,"2026-09-22 08:41:33","","","",,,,,,25,6.25,5,5,4,"… for OCT fingerprint extraction, some problems hinder the further application of OCT fingerprint in Automated Fingerprint Recognition … The NFIQ results of surface fingerprints and internal …","","https://scholar.google.com/scholar?q=related:RSMR5tZ-hqkJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
67,"S A. El_Rahman, AS Alluhaidan","Enhanced multimodal biometric recognition systems based on deep learning and traditional methods in smart environments",2024,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0291084","https://scholar.google.com/scholar?cites=568479701337561830&as_sdt=2005&sciodt=2007&hl=en",52,"2026-09-22 08:41:33","HTML","","",,,,,,67,33.50,34,2,2,"… a fingerprint is an effective multimodal recognition system. In … using different levels of fusion of fingerprint and ECG signal. … biometrics of ECG and fingerprint utilizing deep learning and …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0291084","https://scholar.google.com/scholar?q=related:5to-xEal4wcJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
51,"Y Xiao, M Zhang, N Lu","Fluorescent fingerprint identification of protein structural changes and disease-specific amyloid beta aggregates based on a single-nanozyme sensor array",2025,"Analytical chemistry","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.4c05508","https://scholar.google.com/scholar?cites=1034690638185495408&as_sdt=2005&sciodt=2007&hl=en",53,"2026-09-22 08:41:33","","10.1021/acs.analchem.4c05508","",,,,,,51,51.00,17,3,1,"… fluorescent substrates as three recognition units to probe the protein structural changes and identify between multiple Aβ assemblies. In this sensor system, the fingerprint-like patterns …","","https://scholar.google.com/scholar?q=related:cPt3Raf1Ww4J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
39,"T Wang, K Fang, W Wei, J Tian…","Microcontroller unit chip temperature fingerprint informed machine learning for IIoT intrusion detection",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9847023/","https://scholar.google.com/scholar?cites=1356444507666742703&as_sdt=2005&sciodt=2007&hl=en",54,"2026-09-22 08:41:33","","","",,,,,,39,9.75,8,5,4,"… can better extract fingerprint features [20]. Ma et al. constructed a fingerprint-based on spatio… Then, the application of the transformer model in fingerprint recognition is investigated. …","","https://scholar.google.com/scholar?q=related:r30BzRcP0xIJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
32,"W Han, P Wang, C Zhang, Y Xu, Z Wu…","Pixelated toroidal metasurface sensor with broadband terahertz fingerprint enhancement for biochemical trace detection",2024,"ACS Applied Materials …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acsami.4c15038","https://scholar.google.com/scholar?cites=3095474133290175183&as_sdt=2005&sciodt=2007&hl=en",55,"2026-09-22 08:41:33","","10.1021/acsami.4c15038","",,,,,,32,16.00,5,6,2,"… a way to enhance the recognition of biomolecular absorption fingerprint spectra. In this research, we experimentally demonstrate a broadband THz fingerprint metasensor based on a …","","https://scholar.google.com/scholar?q=related:z8or3lJV9SoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
517,"S Minaee, A Abdolrashidi, H Su, M Bennamoun…","Biometrics recognition using deep learning: a survey: S. Minaee et al.",2023,"Artificial Intelligence …","Springer","https://link.springer.com/article/10.1007/s10462-022-10237-x","https://scholar.google.com/scholar?cites=17375382752420557205&as_sdt=2005&sciodt=2007&hl=en",56,"2026-09-22 08:41:33","","10.1007/s10462-022-10237-x","",,,,,,517,172.33,103,5,3,"… Nevertheless, there are quite a few remarkable fingerprint datasets that are being used around the world. Fingerprint recognition has always been a very active area with wide …","https://arxiv.org/pdf/1912.00271","https://scholar.google.com/scholar?q=related:lfF5-o3CIfEJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
53,"L Sun, X Wang, Z Huang, B Li","Radio-frequency fingerprint extraction based on feature inhomogeneity",2022,"IEEE Internet of Things Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9721428/","https://scholar.google.com/scholar?cites=5849709698482829315&as_sdt=2005&sciodt=2007&hl=en",57,"2026-09-22 08:41:33","","","",,,,,,53,13.25,13,4,4,"… It is more like using face recognition or fingerprint recognition to convey the identity of an individual [10]. It leverages the inherent hardware imperfections stamped in the PHY layer, …","","https://scholar.google.com/scholar?q=related:A_g5SfpXLlEJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
52,"A Makrushin, A Uhl, J Dittmann","A survey on synthetic biometrics: Fingerprint, face, iris and vascular patterns",2023,"Ieee Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10056846/","https://scholar.google.com/scholar?cites=12479082642271208708&as_sdt=2005&sciodt=2007&hl=en",58,"2026-09-22 08:41:33","","","",,,,,,52,17.33,17,3,3,"… both iris recognition and periocular recognition, … finger vein recognition, where the suggested FCGAN approach outperforms other GAN architectures. Here, classically augmented finger …","https://ieeexplore.ieee.org/iel7/6287639/10005208/10056846.pdf","https://scholar.google.com/scholar?q=related:BIVRz4ubLq0J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
233,"WJ Herschel","The origin of finger-printing",2022,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=2cyjEAAAQBAJ&oi=fnd&pg=PT12&dq=finger+print+recognition&ots=9c3Hod7_Iv&sig=qYdehWYCcq8KIQB7b9vbICmbIoQ","https://scholar.google.com/scholar?cites=8503209625612400937&as_sdt=2005&sciodt=2007&hl=en",59,"2026-09-22 08:41:33","BOOK","","",,,,,,233,58.25,233,1,4,"In"" The Origin of Finger-Printing,"" William James Herschel meticulously chronicles the groundbreaking practice of using fingerprints as a method of personal identification. Written in a …","","https://scholar.google.com/scholar?q=related:KTlPQRp4AXYJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
46,"DS Ametefe, SS Sarnin, DM Ali, ZZ Muhammad","Fingerprint pattern classification using deep transfer learning and data augmentation: DS Ametefe et al.",2023,"The Visual Computer","Springer","https://link.springer.com/article/10.1007/s00371-022-02437-x","https://scholar.google.com/scholar?cites=3341718871855958486&as_sdt=2005&sciodt=2007&hl=en",60,"2026-09-22 08:41:33","","10.1007/s00371-022-02437-x","",,,,,,46,15.33,12,4,3,"… the cores and delta points on fingerprints as the technique for classifying fingerprint patterns. A … His areas of interest include fingerprint biometrics, pattern recognition, neural networks, …","https://www.researchgate.net/profile/Divine-Ametefe/publication/359791066_Fingerprint_pattern_classification_using_deep_transfer_learning_and_data_augmentation/links/62fa24c852130a3cd722529a/Fingerprint-pattern-classification-using-deep-transfer-learning-and-data-augmentation.pdf?_sg%5B0%5D=started_experiment_milestone&_sg%5B1%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:1okx2JsrYC4J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
97,"T Ni, X Zhang, Q Zhao","Recovering fingerprints from in-display fingerprint sensors via electromagnetic side channel",2023,"Proceedings of the 2023 ACM SIGSAC …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3576915.3623153","https://scholar.google.com/scholar?cites=620663299871333433&as_sdt=2005&sciodt=2007&hl=en",61,"2026-09-22 08:41:33","","10.1145/3576915.3623153","",,,,,,97,32.33,32,3,3,"… ’s performance when recovering fingerprints of different fingers: thumb, index finger, middle … to recover the fingerprint and then spoof the fingerprint recognition sensors of the users’ …","https://dl.acm.org/doi/pdf/10.1145/3576915.3623153","https://scholar.google.com/scholar?q=related:OdzzmfsJnQgJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
43,"G Guo, A Ray, M Izydorczak, J Goldfeder, H Lipson…","Unveiling intra-person fingerprint similarity via deep contrastive learning",2024,"Science …","science.org","https://www.science.org/doi/abs/10.1126/sciadv.adi0329","https://scholar.google.com/scholar?cites=13696077458022209324&as_sdt=2005&sciodt=2007&hl=en",62,"2026-09-22 08:41:33","","10.1126/sciadv.adi0329","",,,,,,43,21.50,7,6,2,"… One of the most obvious uses for our fingerprint recognition system is to generate leads for law enforcement investigations—thus, it is crucial to understand how many false positives our …","https://www.science.org/doi/pdf/10.1126/sciadv.adi0329","https://scholar.google.com/scholar?q=related:LBemFeI9Er4J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
38,"DS Ametefe, SS Sarnin, DM Ali…","Enhancing fingerprint authentication: a systematic review of liveness detection methods against presentation attacks",2024,"Journal of The Institution …","Springer","https://link.springer.com/article/10.1007/s40031-024-01066-3","https://scholar.google.com/scholar?cites=11983945778104349023&as_sdt=2005&sciodt=2007&hl=en",63,"2026-09-22 08:41:33","","10.1007/s40031-024-01066-3","",,,,,,38,19.00,10,4,2,"… of fingerprint features, enhancing the system’s ability to discern genuine fingerprints from … Ross, A survey on antispoofing schemes for fingerprint recognition systems. ACM Comput. …","https://www.researchgate.net/profile/Divine-Ametefe-2/publication/380537324_Enhancing_Fingerprint_Authentication_A_Systematic_Review_of_Liveness_Detection_Methods_Against_Presentation_Attacks/links/6a214eab8ab2ac2a70963094/Enhancing-Fingerprint-Authentication-A-Systematic-Review-of-Liveness-Detection-Methods-Against-Presentation-Attacks.pdf","https://scholar.google.com/scholar?q=related:X7FzBzGHT6YJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
23,"BG Fouda-Mbanga, K Pillay…","… of zinc oxide–coated carbon nanoparticles from pineapple leaves using sol gel method for optimal adsorption of Cu2+ and reuse in latent fingerprint …",2024,"Environmental Science and …","Springer","https://link.springer.com/article/10.1007/s11356-023-25474-y","https://scholar.google.com/scholar?cites=14335128477919391283&as_sdt=2005&sciodt=2007&hl=en",64,"2026-09-22 08:41:33","HTML","10.1007/s11356-023-25474-y","",,,,,,23,11.50,8,3,2,"… selective for latent fingerprint (LFP) identification on a variety of porous surfaces. As a result, it is an excellent identifying chemical for latent fingerprint recognition in forensic science. …","https://link.springer.com/article/10.1007/s11356-023-25474-y","https://scholar.google.com/scholar?q=related:M674X2ab8MYJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
7,"R Shaik, P Anusha, VVK Maddinala…","Fingerprint-based blood group prediction: Advancing personalized healthcare",2024,"… , Structures and IoT","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781003596776-23&type=chapterpdf","https://scholar.google.com/scholar?cites=7900452094227401045&as_sdt=2005&sciodt=2007&hl=en",65,"2026-09-22 08:41:33","","","",,,,,,7,3.50,2,4,2,"… This study paved the way for future medical research on fingerprint-based prediction … form 5% of a fingerprint. Once biometric data from fingerprint recognition enters a database, …","","https://scholar.google.com/scholar?q=related:VUlqQVILpG0J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
47,"R Tian, YL Wang, C Li, MQ Zhu","Turn-on green fluorescence imaging for latent fingerprint applications",2022,"Materials Chemistry Frontiers","pubs.rsc.org","https://pubs.rsc.org/qm/article-abstract/6/9/1188/780894","https://scholar.google.com/scholar?cites=13311656187845546937&as_sdt=2005&sciodt=2007&hl=en",66,"2026-09-22 08:41:33","","","",,,,,,47,11.75,12,4,4,"High-efficiency fingerprint imaging agents with turn-on green fluorescence are promising in forensic applications. Herein, we designed and synthesized an amphipathic green …","https://pubs.rsc.org/qm/article/6/9/1188/780894","https://scholar.google.com/scholar?q=related:uROqUMaAvLgJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
60,"D Li, H Zhou, Z Chen, Z Ren, C Xu, X He…","Ultrasensitive molecular fingerprint retrieval using strongly detuned overcoupled plasmonic nanoantennas",2023,"Advanced …","Wiley Online Library","https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adma.202301787","https://scholar.google.com/scholar?cites=10435832687304174819&as_sdt=2005&sciodt=2007&hl=en",67,"2026-09-22 08:41:33","","10.1002/adma.202301787","",,,,,,60,20.00,9,7,3,"… be easily extended to quantitative analysis and complex fingerprint recognition applications. … Obviously, the molecular vibrational fingerprint is gradually enhanced with the increase of …","https://www.ece.nus.edu.sg/stfpage/elelc/Publication/2023/Advanced%20Materials_23V35_Ultrasensitive%20Molecular%20Fingerprint%20Retrieval%20Using%20Strongly%20Detuned%20Overcoupled.pdf","https://scholar.google.com/scholar?q=related:4-wspomG05AJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
46,"MA Ghazi, MAA Kadhim, LH Aldewan…","Facial fingerprint analysis using artificial intelligence techniques and its ability to respond quickly during karate (kumite)",2024,"Journal of Human Sport …","jhse.es","https://www.jhse.es/index.php/jhse/article/view/facial-fingerprinting-artificial-intelligence-karate-kumite","https://scholar.google.com/scholar?cites=15578832209123184824&as_sdt=2005&sciodt=2007&hl=en",68,"2026-09-22 08:41:33","","","",,,,,,46,23.00,12,4,2,"… Analysing the eye print using artificial intelligence techniques can improve the recognition … improvements in the accuracy of technical action recognition. In addition , gaze tracking …","https://www.jhse.es/index.php/jhse/article/download/facial-fingerprinting-artificial-intelligence-karate-kumite/33","https://scholar.google.com/scholar?q=related:uJAzoFohM9gJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
45,"Y Huang, H Ma, M Wang","Multimodal finger recognition based on asymmetric networks with fused similarity",2023,"IEEe Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10038659/","https://scholar.google.com/scholar?cites=13981012929390179305&as_sdt=2005&sciodt=2007&hl=en",69,"2026-09-22 08:41:33","","","",,,,,,45,15.00,15,3,3,"… recognition results. Firstly, due to the different distribution of fingerprint and finger vein images, we propose a finger … Each finger produced 5 fingerprints, for a total of 1960 (49 × 4 × 5) …","https://ieeexplore.ieee.org/iel7/6287639/10005208/10038659.pdf","https://scholar.google.com/scholar?q=related:6fNxSC-JBsIJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
38,"M Liu, C Liu, Y Chen, Z Yan…","Radio frequency fingerprint collaborative intelligent blind identification for green radios",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9802686/","https://scholar.google.com/scholar?cites=6402469933329682463&as_sdt=2005&sciodt=2007&hl=en",70,"2026-09-22 08:41:33","","","",,,,,,38,9.50,8,5,4,"… Intelligent recognition of radio frequency fingerprint based on deformable convolutional network and federated learning are discussed in Section IV. Simulation studies are given in …","https://wrap.warwick.ac.uk/id/eprint/166572/1/WRAP-Radio-frequency-fingerprint-collaborative-intelligent-blind-identification-for-green-radios-Chen-22.pdf","https://scholar.google.com/scholar?q=related:HxA8jXsk2lgJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
81,"J Zhang, Y Liu, G Ding, B Tang…","Adaptive decomposition and extraction network of individual fingerprint features for specific emitter identification",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10596321/","https://scholar.google.com/scholar?cites=5300372385489338735&as_sdt=2005&sciodt=2007&hl=en",71,"2026-09-22 08:41:33","","","",,,,,,81,40.50,16,5,2,"… We focus on how competitive collaboration framework might be applied to SEI recognition. … (2) Algorithm stability analysis The goal of this article is to find sufficiently stable fingerprint …","","https://scholar.google.com/scholar?q=related:b8FhHpq0jkkJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
55,"AS Tarawneh, AB Hassanat, E Alkafaween, B Sarayrah…","DeepKnuckle: deep learning for finger knuckle print recognition",2022,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/11/4/513","https://scholar.google.com/scholar?cites=3153206755393698366&as_sdt=2005&sciodt=2007&hl=en",72,"2026-09-22 08:41:33","HTML","","",,,,,,55,13.75,11,5,4,"Biometric technology has received a lot of attention in recent years. One of the most prevalent biometric traits is the finger-knuckle print (FKP). Because the dorsal region of the finger is …","https://www.mdpi.com/2079-9292/11/4/513","https://scholar.google.com/scholar?q=related:PnqabtZwwisJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
49,"F Liu, Z Kong, H Liu, W Zhang…","Fingerprint presentation attack detection by channel-wise feature denoising",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9851680/","https://scholar.google.com/scholar?cites=9571173969146542966&as_sdt=2005&sciodt=2007&hl=en",73,"2026-09-22 08:41:33","","","",,,,,,49,12.25,10,5,4,"… smart devices tend to use automated fingerprint recognition systems for … of fingerprints, which achieved 100% accuracy over four types of artificial fingerprints. Ultrasonic fingerprint …","https://arxiv.org/pdf/2111.07620","https://scholar.google.com/scholar?q=related:dvtxwgOk04QJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
54,"Y Li, Q Xia, C Lee, S Kim, J Kim","A robust and efficient fingerprint image restoration method based on a phase-field model",2022,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320321005811","https://scholar.google.com/scholar?cites=13349828388915580713&as_sdt=2005&sciodt=2007&hl=en",74,"2026-09-22 08:41:33","","","",,,,,,54,13.50,11,5,4,"… Fingerprints have been extensively used for personal recognition in civil, forensic, and … of the fingerprint recognition algorithm depends principally on the quality of the fingerprint image. …","https://qingxiaxjtu.com/files/paper7.pdf","https://scholar.google.com/scholar?q=related:KQ-9dTAeRLkJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
30,"S Tandon, A Namboodiri","Transformer based fingerprint feature extraction",2022,"… Conference on Pattern Recognition …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9956435/","https://scholar.google.com/scholar?cites=119509267218633359&as_sdt=2005&sciodt=2007&hl=en",75,"2026-09-22 08:41:33","","","",,,,,,30,7.50,15,2,4,"… Global Loss Lg adopts a teacher-student framework for training the model to generate good global representations for fingerprints. We use [4] as our teacher model and use it to …","https://arxiv.org/pdf/2209.03846","https://scholar.google.com/scholar?q=related:jxLvmwuVqAEJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
